title,company,location,country,region,skills
Java Backend Developer,"Engage Partners, Inc.","Denver, Colorado",United States,Denver,java
Java Backend Developer with Spark,Capgemini,"Grand Central, Manhattan",United States,Grand Central,java
Senior Java Backend Developer,Cognizant,"Grandview Heights, Franklin County",United States,Grandview Heights,java
Senior Backend Developer - Billing Platform,General Motors,"Warren, Macomb County",United States,Warren,
Backend Developer,Sivad Consulting,"Springfield, Effingham County",United States,Springfield,
Backend Developer,Network Designs Inc.,"Tysons Corner, Fairfax County",United States,Tysons Corner,
Backend Developer,Trinity Global Consulting,"West Springfield, Fairfax County",United States,West Springfield,python
BackEnd Developer,Viper Staffing Services,"Tampa, Hillsborough County",United States,Tampa,
BackEnd Developer,Viper Staffing Services,"Arlington, Arlington County",United States,Arlington,
Backend Developer,BayRockLabs Open Requisitions,"Newark, Alameda County",United States,Newark,java
Backend Developer,Spatial Front,"Arlington, Arlington County",United States,Arlington,
Backend Developer,Xsolla,"Los Angeles, Los Angeles County",United States,Los Angeles,
Backend Developer,Duetti,"New York City, New York",United States,New York City,
Backend Developer,SWIFT,"Manassas, Prince William County",United States,Manassas,
Backend Developer,Bespoke Technologies,"Chantilly, Fairfax County",United States,Chantilly,
Backend Developer,Insight Global,"Minneapolis, Hennepin County",United States,Minneapolis,python
Backend Developer,Recruiterflow,"Boston, Suffolk County",United States,Boston,
Backend Developer,Humanity Protocol,"San Francisco, California",United States,San Francisco,
Backend Developer,Grace Health,"North Stockholm, Saint Lawrence County",United States,North Stockholm,aws
Backend Developer,TEKsystems,"Chandler, Maricopa County",United States,Chandler,
Backend Developer (Python/Go) - INTL India,Insight Global,"North Springs, DeKalb County",United States,North Springs,"python,java"
C++ Backend Developer (Industrial Automation/ Robotics),US Tech Solutions,"Mountain View, Santa Clara County",United States,Mountain View,
Java Backend Developer,Qode,"Newburgh Heights, Cuyahoga County",United States,Newburgh Heights,java
Java Backend Developer,Qode,"Pittsburgh, Allegheny County",United States,Pittsburgh,java
Java Backend Developer,Qode,"Lowry, Denver",United States,Lowry,java
Java Backend Developer,Qode,"Highland Park, Dallas",United States,Highland Park,java
Java Backend Developer,Conch Technologies Inc,"Coppell, Dallas",United States,Coppell,java
AEM Backend Developer,Blue Acorn iCi,"Irving, Dallas",United States,Irving,
Backend Developer (Python),Akaasa Technologies,"San Ramon, Contra Costa County",United States,San Ramon,python
Java Backend Developer,Conquest Tech Solutions Inc,"Arizona, US",United States,Arizona,java
Java Backend Developer,Sapsol Technologies Inc,"Alpharetta, Fulton County",United States,Alpharetta,
Java Backend Developer.,Tech Tammina LLC,"New York City, New York",United States,New York City,java
Java Backend Developer,BuzzClan LLC,"New York City, New York",United States,New York City,java
Backend Developer SME,Freedom Technology Solutions Group,"Saint Louis, Saint Louis County",United States,Saint Louis,
Backend Developer Senior,Freedom Technology Solutions Group,"Saint Louis, Saint Louis County",United States,Saint Louis,
Senior Backend Developer,Allnessinc,"Brooklyn, New York City",United States,Brooklyn,python
Senior Backend Developer,Clinch,US,United States,Unknown,
Sr Backend Developer,Insight Global,"Arlington, Tarrant County",United States,Arlington,
Java Backend Developer,Motion Recruitment Partners,"Irving, Dallas",United States,Irving,java
Java BackEnd Developer,BTI Solutions,"Ridgefield Park, Bergen County",United States,Ridgefield Park,
Lead Backend Developer,Aim4Hire,"Austin, Travis County",United States,Unknown,python
Backend Developer 1684601,Network Designs,"Tysons Corner, Fairfax County",United States,Tysons Corner,
Golang Backend Developer,Unknown,US,United States,Unknown,
Backend Developer (NodeJS),Identified Talent Solutions,"Phoenix, Maricopa County",United States,Phoenix,
Python / Backend Developer,Wahooly,"Austin, Travis County",United States,Unknown,
Principal Backend Developer,Flagship Pioneering,"Cambridge, Middlesex County",United States,Cambridge,
Sr Backend Developer,BDR Solutions,"Herndon, Fairfax County",United States,Herndon,
Senior Java Backend Developer,Qode,"Pittsburgh, Allegheny County",United States,Pittsburgh,java
Senior Java Backend Developer,Qode,"Lowry, Denver",United States,Lowry,java
Sr. Java Backend Developer,Two95 International Inc.,"New York City, New York",United States,New York City,java
Backend Developer (Streaming Focus),Network Designs Inc.,"Tysons Corner, Fairfax County",United States,Tysons Corner,
Software Engineer (Backend Developer),PeopleLift,"Las Vegas, Clark County",United States,Las Vegas,javascript
Backend Developer (NodeJS / Go),AmpThink,"Garland, Dallas",United States,Garland,
Backend Developer Internship (Remote),Springer Capital,"Chicago, Cook County",United States,Chicago,sql
Backend Developer Internship (Remote),Springer Capital,"Chicago, Cook County",United States,Chicago,
E-Commerce Backend Developer,Rogue Fitness,"Columbus, Franklin County",United States,Unknown,
Backend Developer - Database - USA,Photon Group,US,United States,Unknown,sql
Sr. Python Backend Developer,Rev Agency Llc,US,United States,Unknown,
"Backend Developer, Data Platform",Vantor Services,"Reston, Fairfax County",United States,Reston,
"Backend Developer- Dallas, TX",Photon Group,US,United States,Unknown,"python,java"
Senior Cloud Backend Developer,ALSO,"Palo Alto, Santa Clara County",United States,Palo Alto,
Backend Developer (TS/SCI),Beyond SOF,"Reston, Fairfax County",United States,Reston,
"Backend Developer (Node, NoSQL)",ITEX,"Chicago, Cook County",United States,Chicago,
Backend Developer Summer Intern,Eulerity,"New York City, New York",United States,New York City,
Senior Backend Developer - REMOTE,Jobgether,"Illinois, US",United States,Illinois,
"Backend Developer- Dallas, TX",Photon Group,US,United States,Unknown,
"Java Backend Developer,w2",Siritech Solutions Corp,US,United States,Unknown,java
Backend Developer Application Development Technical Lead Analyst Vice President,Citigroup,"Tyler Park, Hudson County",United States,Tyler Park,
Backend Developer (Python - Django/Flask),Acunor Inc,"Florham Park, Morris County",United States,Florham Park,python
Java Backend Developer (Full Time),Two95 International Inc.,"Richfield, Hennepin County",United States,Richfield,
Python Server-Side Backend Developer,Infosys,"Charlotte, Mecklenburg County",United States,Charlotte,python
Sr Java Backend Developer | Onshore,Photon Group,"Maryland, US",United States,Maryland,java
Java Backend Developer - INTL India,Insight Global,"Buffalo Grove, Lake County",United States,Buffalo Grove,java
"Senior Backend Developer (Raleigh, NC)",LaBine and Associates,"Raleigh, Wake County",United States,Raleigh,"java,linux"
Commerce (Sitecore) Backend Developer Position,Xcentium,"Irvine, Orange County",United States,Irvine,
Backend Developer (Streaming Focus) 1684453,Network Designs,"Tysons Corner, Fairfax County",United States,Tysons Corner,
Backend Developer (Java) - INTL India,Insight Global,"Smyrna, Cobb County",United States,Smyrna,java
Java Backend Developer (Coding 80%),Hudson Manpower,"Alpharetta, Fulton County",United States,Alpharetta,"sql,java"
Senior Backend Developer - Software Engineer,Hyper,"Staples Mill, Henrico County",United States,Staples Mill,
Java Backend Developer - Vice President,Citigroup,"Tampa, Hillsborough County",United States,Tampa,java
"VP, Senior Backend Developer - GalaxyOne",Galaxy,"New York City, New York",United States,New York City,
INTL India - Sr Backend Developer,Insight Global,"Round Rock, Williamson County",United States,Round Rock,
Senior Backend Developer (AI & LLM Focus),Advision Development Jobs,"Austin, Travis County",United States,Unknown,
Working Student - Backend Developer & Data Detective,applike group,"Hardin, Calhoun County",United States,Hardin,
Junior Backend Developer (AI & LLM Focus),Advision Development Jobs,"Austin, Travis County",United States,Unknown,
Senior Backend Developer/Senior Software Engineer,TheLab,"Gramercy Park and Murray Hill, Manhattan",United States,Gramercy Park And Murray Hill,python
Python/Django Backend Developer - Onsite/Hybrid,"NTT Data Americas, Inc.","Irving, Dallas",United States,Irving,java
Lead Java Backend Developer - Vice President,Citigroup,"Rutherford, Bergen County",United States,Rutherford,
Backend Java Developer - INTL India,Insight Global,"Bentonville, Benton County",United States,Bentonville,java
"Backend Java Developer (Bentonville, AR)",Insight Global,"Bentonville, Benton County",United States,Bentonville,java
Backend Java Developer - Vice President,Citigroup,"Rutherford, Bergen County",United States,Rutherford,java
Lead Java Backend Developer with Finance or Banking exp,American IT Systems,US,United States,Unknown,java
"Java Backend Developer with PCI, SOX Austin TX",ESRhealthcare and EXEC STAFF RECRUITERS,"Austin, Lonoke County",United States,Unknown,java
Software Engineer - Backend Developer - TS/SCI with Polygraph,GD Information Technology,"Chantilly, Fairfax County",United States,Chantilly,docker
Software Engineer - Backend Developer TS/SCI with Polygraph,GD Information Technology,"Chantilly, Fairfax County",United States,Chantilly,docker
".Net C# Lead Backend Developer - WA, USA",Photon Group,"Washington, US",United States,Washington,
Software Engineer - Backend Developer - TS/SCI with Polygraph,General Dynamics Information Technology,"Chantilly, Fairfax County",United States,Chantilly,docker
Software Engineer - Backend Developer TS/SCI with Polygraph,General Dynamics Information Technology,"Chantilly, Fairfax County",United States,Chantilly,docker
Technical Lead – AWS Backend Developer (Amazon Connect),The Giant Bullseye,US,United States,Unknown,aws
Java Developer (Backend),"CGI Technologies and Solutions, Inc.","Boston, Suffolk County",United States,Boston,java
Java Developer (Backend),"CGI Technologies and Solutions, Inc.","Merrimack, Hillsborough County",United States,Merrimack,java
Backend Java Developer,Walter,US,United States,Unknown,
Backend Java Developer,VSG Business Solutions LLC,"Ludlow, Kenton County",United States,Ludlow,"aws,docker,java"
Backend Web Developer,"CGI Technologies and Solutions, Inc.","Lafayette, Lafayette Parish",United States,Lafayette,
Backend Software Developer,MoneyLine Group.,"Paradise, Clark County",United States,Paradise,
Backend Software Developer,Adrenaline,"Portsmouth, Rockingham County",United States,Portsmouth,
Backend ESRI Developer,Insight Global,"Pittsburgh, Allegheny County",United States,Pittsburgh,
Backend Java Developer,Markon,"Chantilly, Fairfax County",United States,Chantilly,java
Backend Software Developer,Planera,US,United States,Unknown,python
Backend Java Developer,Oshkosh Corporation,"Hagerstown, Washington County",United States,Hagerstown,
Senior Backend Developer/Lead – Notification Hub (Onsite) | US,Photon Group,US,United States,Unknown,java
"Software Development - Fullstack, Backend, PHP Developer",PCI Enterprises,"Heath, Rockwall County",United States,Heath,
"Backend Developer (Node.js, Python, FAST API) - TX, USA",Photon Group,"Texas, US",United States,Texas,python
"Developer, Backend",1Password,US,United States,Unknown,
Java Backend Services Developer III Job ID: 1881,Insight Global,"Saint Bernard, Hamilton County",United States,Saint Bernard,java
Java Backend Services Developer IV Job ID: 1880,Insight Global,"Saint Bernard, Hamilton County",United States,Saint Bernard,java
"Backend Java Developer (Bentonville, AR) - Nova Domestic",Insight Global,"Bentonville, Benton County",United States,Bentonville,
"Backend Java Developer (Bentonville, AR) - Nova Import",Insight Global,"Bentonville, Benton County",United States,Bentonville,
Senior Backend Java Developer,Insight Global,"Fort Worth, Tarrant County",United States,Fort Worth,"sql,java"
Backend / API Developer (Azure),NEXGEN TECHNOLOGIES INC.,"Lakewood, Denver",United States,Lakewood,
Lead Backend AEM Developer,Valtech,US,United States,Unknown,
Senior Backend/API Developer,Avion Solutions,"Redstone Arsenal, Madison County",United States,Redstone Arsenal,
Senior Backend Software Developer,Roberts Recruiting,"Boston, Suffolk County",United States,Boston,
Senior Backend Java Developer,Interactive Brokers,"Greenwich, Fairfield County",United States,Greenwich,
Backend Developer (Data Engineer) with Python/Node - TS/SCI w/ Poly required,Leading Path Consulting,"Chantilly, Fairfax County",United States,Chantilly,
Junior Backend Java Developer- Enterprise Payments and Credit Card,Huntington National Bank,"Minnetonka Mills, Hennepin County",United States,Minnetonka Mills,java
Junior Backend Java Developer- Enterprise Payments and Credit Card,Huntington National Bank,"Grandview Heights, Franklin County",United States,Grandview Heights,java
Backend Java Developer (INTL - Hyderabad India) - Nova Domestic,Insight Global,"Bentonville, Benton County",United States,Bentonville,
Flexcube / OBPM Backend Payments Developer,TheStaffed,"New York City, New York",United States,New York City,
E-Commerce Backend Software Developer,Our Company,"North Atlanta, DeKalb County",United States,North Atlanta,react
Principal Backend Software Developer (10054),Extreme Networks,"San Jose, Santa Clara County",United States,San Jose,
Senior GenAI Backend Platform Developer,FINRA,"Rockville, Montgomery County",United States,Rockville,
Backend Software Development Engineer II,Yahoo,US,United States,Unknown,
"Backend Java Developer - Dallas, TX",Photon Group,US,United States,Unknown,java
Backend Software Development Engineer III,Palmetto Clean Technology,US,United States,Unknown,
